file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\gemini_3_flash_high_reasoning\trajectories\a6631e0a-b68f-484f-beba-05c8017f88d3.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a6ff7ec1-5a7e-4c4a-8992-1f0ac201f79a.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a732ef1b-1e18-4b10-bd33-652d9ee539a4.json,docent-transcript-export,1,1,78,77,0,157,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a86cced1-0e94-41cc-924f-2f556fd8d906.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a90d332f-3383-4fcc-803d-af2f5cfc2892.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a940f3ba-6655-464c-b73d-40281f21c96c.json,docent-transcript-export,1,1,80,79,0,161,,,,0
data\gemini_3_flash_high_reasoning\trajectories\a994ddd1-7f8c-478e-82a0-f2f9d70054bc.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ab85c9c6-907d-4e72-befe-8b85f87abe63.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ac24ac4d-8376-45e4-b25d-79cc148b299f.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ac3d289b-64ef-4c82-b88b-9d402de1e9a0.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\aca9e079-a293-4972-8173-16b45271791a.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gemini_3_flash_high_reasoning\trajectories\acd9f95f-e249-4302-947c-74ef3c131de3.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ae425cd8-71b3-4164-af5e-d2eacdc42e45.json,docent-transcript-export,1,1,82,81,0,165,,,,0
data\gemini_3_flash_high_reasoning\trajectories\aeee0cd0-6e42-425c-be71-9a58b64d2855.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b0f96c7c-4477-41de-b498-ffca1a084b42.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b1011ac7-781f-4da4-bb50-a5bb3e7962f0.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b225cd8e-cac2-4717-ad65-918d51ae75bc.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b28922d5-a04d-4618-85ed-da445e613f87.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b29b508b-4ec9-4d06-bc2d-d653fde53e7f.json,docent-transcript-export,1,1,81,80,0,163,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b2eee2ca-7a9d-477a-b5d9-8081694d5127.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b3458d71-4ee4-4947-845b-e1a80037b0a1.json,docent-transcript-export,1,1,119,118,0,239,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b44012d5-c9a6-471a-8a16-56a495358c86.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b4509091-62c5-49db-921d-8bfa0296878d.json,docent-transcript-export,1,4,35,34,0,74,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b4537bb3-c374-4b95-87ac-a8b6985b6f82.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b4810cb9-4d67-4bd4-8327-aef6a6434d61.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b4e1b3ee-292f-41c2-a407-606017e72f94.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b570c02d-0372-4d29-b03d-405fc4266b1c.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b59cdb40-84b7-41d7-970f-3c911d2c93aa.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b75ff93c-cf94-4fc0-a126-36616d5b0591.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b7f5fcc4-faad-4448-a2dd-c59d7b4ae86d.json,docent-transcript-export,1,1,28,27,0,57,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b88cb1df-c9f6-4c77-b2e8-d4dc3548f55b.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\gemini_3_flash_high_reasoning\trajectories\b91be913-e7ed-4c92-9e51-01ff229dcc2e.json,docent-transcript-export,1,1,79,78,0,159,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ba03dcdc-0392-441a-806e-69ce23d6d743.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ba55aa73-e082-4d53-8680-d281422bf534.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ba62d9c6-6d8b-4f45-bfe5-c46fc57b66be.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bb1ab22c-ab72-4195-9898-9ce14924d185.json,docent-transcript-export,1,1,78,77,0,157,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bb774b32-83f9-4611-bfd7-cf541d3b187e.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bbae60d2-005a-4656-828e-5ebb70a9c7f1.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bc0308c3-875b-4aa6-b877-5e3def5be1ae.json,docent-transcript-export,1,1,80,79,0,161,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bcba6c80-d11f-4485-ab4d-61bb6636f4a8.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bcba7517-0329-4209-8255-7633511f59ef.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bcbf4fd5-2ffb-41a8-8321-8dbc3c5d1445.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gemini_3_flash_high_reasoning\trajectories\bd422f4d-b6a4-4a85-ab17-bf070100e223.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\be9c94e6-6a74-4113-8cad-440fed6c29c4.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c0520b9e-a057-4e4a-a935-64c1c1aae2ce.json,docent-transcript-export,1,1,28,27,0,57,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c0aa7099-9da2-49eb-84b8-40e54623d558.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c0c05b74-cfdb-4e97-87dd-00d17226d760.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c16490f1-7777-4a72-9fab-cb5701099cd5.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c1ecb733-d3da-42f1-a4ed-23ebab68b70b.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c2ac46ad-a91a-4841-8249-225b28bf9781.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c2be2fd8-1aaa-4ea4-a27b-b74570ab3407.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c2c7ad5e-2c90-407d-ad4c-cefe696433e7.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c4000373-6e84-4557-9820-c967431e500a.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c51e89ab-e078-4f91-805c-7d7d39f19002.json,docent-transcript-export,1,1,76,75,0,153,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c54fdc2c-d9d4-4def-8d17-d584b696f81e.json,docent-transcript-export,1,1,87,86,0,175,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c555a249-5b7c-41d4-a3b4-91f3dc686b69.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c6a2a11e-8e9b-48c1-b767-4ec219f2e7dc.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c6b8f062-dbd5-4fa5-a9c3-277027f7295d.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c709f639-4819-4627-abe7-db30a9a5f22b.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c75fc7fb-b215-4069-9150-528dcc3185d8.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c7b4c266-7df4-49f0-970f-1805c508e539.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c7c4c481-4060-44f2-8c79-f02fdb03aafc.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c8124fd9-1557-4069-ab19-4c00c8fabab3.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c8168bd4-a769-4695-a831-a2d3bd41c825.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c8a5e985-e2c9-4636-9f8a-c76dacc2101a.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c9137d8b-419e-4bff-aa0e-cd26b400c1dc.json,docent-transcript-export,1,1,58,57,0,117,,,,0
data\gemini_3_flash_high_reasoning\trajectories\c9f8dd40-cb39-4624-8c99-56c9c2a88cd0.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ca3b64c8-dccf-4d25-8cd4-daec103cf7d5.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cb177761-228d-4855-8a4b-0f9a812bfe11.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cb1d7aab-e7e6-4d5e-a753-76ca6cb3701f.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cbf0ee29-66e6-4c37-a151-ea4efc6744b6.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cc05e2a7-9ea6-423a-8f9e-cdd0d79e0683.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cc679016-0af5-4338-a63e-db2cd0ded16b.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ccc60e84-56e3-47bd-8b31-2392f327e881.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cd777eca-a728-4e35-bd64-4f7fc5f9a0d1.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cd88d278-9f9b-42ee-b06e-54b6a68038fd.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ce680fbe-2f89-40c3-a2a5-aeb4f820d998.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ce6f849c-74a7-4b98-9387-66bbcbf44b0e.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cebd01c5-eaea-4ff9-97f5-9e1d5a080bbe.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\gemini_3_flash_high_reasoning\trajectories\cfa2a078-8fa2-4c4f-a7aa-d5eba63d38af.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d0d849be-f917-4d09-89a0-671ce3291620.json,docent-transcript-export,1,1,89,88,0,179,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d0db4aee-cc15-4a85-90c5-b049cc8df602.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d0e9553d-3336-4279-873a-848d90df6906.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d189a9ac-33b3-44e7-ae58-313855c4f311.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d371696a-083e-47bb-a95f-43518bc61ec7.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d377a27d-9ce7-479c-8e03-6757876735dd.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d3a7afe1-465b-48ac-a138-b245fb84d889.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d3fce265-4fb7-4ec3-8626-7365ce053457.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d430f0c3-45b0-49ea-9593-6ac72cd64708.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d4595413-a34a-45c0-a0cf-325795561d3e.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d491408c-ab6d-4e7e-8d09-91bcd2ea017a.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d4dd66b2-d6c0-45f9-9c4b-827a8dc6fc12.json,docent-transcript-export,1,1,48,47,0,97,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d555ee45-6624-4e34-a2b2-f0ce4da9c927.json,docent-transcript-export,1,1,48,47,0,97,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d5f64abe-4dac-4d14-b5e3-271c4942a69d.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d647717d-f4e4-45c3-ae20-f56bda586782.json,docent-transcript-export,1,1,93,92,0,187,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d6aae794-7ec8-4e6f-80cd-2ddf7ea21393.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d7130118-2fbe-4919-92d4-9da91e4ae40b.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d736f3b7-b05f-4001-8da6-9f6983944be1.json,docent-transcript-export,1,1,65,64,0,131,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d73e00d7-08d7-411a-8d29-fc0332a91f3a.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d7509ae3-bb4b-425c-a1ed-4264ea4e351a.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d76defa6-919c-432d-8c8a-28c4d4a14f36.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d7893e8b-df88-4142-9771-f8d5e35218e8.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d86d368b-5e33-463b-9640-3edcb3c03988.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d8899847-6b5f-48ba-9843-3afa32ef7f66.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\gemini_3_flash_high_reasoning\trajectories\d98dd687-df37-490a-aaa1-1ee20dc2e029.json,docent-transcript-export,1,1,81,80,0,163,,,,0
data\gemini_3_flash_high_reasoning\trajectories\da1a44b9-224e-47e9-9cde-4a175086acce.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\gemini_3_flash_high_reasoning\trajectories\da7d535a-11af-459c-9aa3-973477d1e7bc.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\gemini_3_flash_high_reasoning\trajectories\da85f3c6-60a8-4b9b-8f8c-f3a3bf3ecb13.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gemini_3_flash_high_reasoning\trajectories\db47c3b4-497d-4db7-bf8a-6ce8bb72f535.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dbaece0d-ef1b-4bd3-a06f-0904fdd6eae1.json,docent-transcript-export,1,1,104,103,0,209,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dc61b3b4-5485-49bc-acf4-d0752b6366fd.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dc9e6acd-7e95-4d95-97e7-d8ebda3b3410.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dcf30524-2d37-489c-9ead-f5e3afca4b69.json,docent-transcript-export,1,1,76,75,0,153,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dd6c7e5a-d123-4721-a4a0-f1291bb07d26.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\de0be301-3dd7-4873-8c98-90c0994dd412.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dea5773e-96ec-41d5-b876-3bc9d8058800.json,docent-transcript-export,1,1,7,7,0,16,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dea64801-b1dd-47a1-8ce3-2e840487c0a6.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\gemini_3_flash_high_reasoning\trajectories\df72de65-4865-4307-90aa-03b5114712e3.json,docent-transcript-export,1,1,77,76,0,155,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dfa7ab7c-448e-4219-9424-9eca945d5a42.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gemini_3_flash_high_reasoning\trajectories\dff2fe12-d210-473b-b647-e9a2b2097d4c.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e03f2ddc-0a61-4c28-9d24-e293659401db.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e25c2e6d-a004-4856-b30d-2fd9fa5dfaf4.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e41acd5d-25a5-436d-a00c-5eb783e978df.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e4b7435f-8a72-4504-b312-069f8952908b.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e5278091-2257-46e4-8e4e-276f955c6c6e.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e5762d46-9607-4a5b-816d-6df2df2b3180.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e5a15212-7faf-408c-8b59-45c7dd3439ea.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e65d3b3e-9888-4c24-8bf6-bf1095921d00.json,docent-transcript-export,1,1,86,85,0,173,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e6b2257f-9b4a-4aba-ad84-c36277fd1380.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e6deb24c-93aa-41db-a383-3901a995849f.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e6fc0fe0-4cdd-4686-89a2-5590bc44588c.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e7065f2b-0b2b-4966-8df6-c7f9c6242bad.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e7315e48-2fa3-4745-a8ea-e616292c418e.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e770ed81-0706-405d-bb36-ba820259b6af.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e8794815-21eb-402f-acfb-f90fb66e98f4.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e8835950-95ac-4119-afc3-772a93131f2c.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\gemini_3_flash_high_reasoning\trajectories\e9b18b10-5c50-49ed-8f62-40f4dd768232.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ea2cf4ce-adce-4d1b-841b-dd4b9c60fce5.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ea824c8f-b6a1-4898-a0c0-bd2d8c969910.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\gemini_3_flash_high_reasoning\trajectories\eabb9688-35ae-45f0-a1dd-46aeb44e3d32.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gemini_3_flash_high_reasoning\trajectories\eb83ef35-c72e-4daa-ad85-916483fffc04.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gemini_3_flash_high_reasoning\trajectories\eb8a60a9-6f94-49b9-8f60-413a10b5a21b.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ece2c310-7b7a-456f-a2f2-898ab157376c.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ed179034-a831-4aed-8a11-beb4575c4b66.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ee2d744d-a33f-490c-88df-677f9ce7c074.json,docent-transcript-export,1,1,89,88,0,179,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ee57c9a3-1b6c-4b56-9dce-6b259ac0a0a3.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ee63ba3c-e9eb-4f9b-99bb-fd7c3ef09d36.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ee6c6c9b-767b-40ce-a991-0ce9ebd425a1.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gemini_3_flash_high_reasoning\trajectories\eeee40d7-445d-465c-a000-8b2d550e71af.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\ef32027b-c8e9-4bc4-887a-69021b270573.json,docent-transcript-export,1,1,65,64,0,131,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f0135535-0825-4636-8d8d-43240c4d4a80.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f0417fb9-bbee-4a97-a9d2-d9751f08f865.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f0437f3e-6d20-4d62-bbc9-9f6bb1780810.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f072cf06-c93d-4781-9c0f-c530cee1a640.json,docent-transcript-export,1,1,159,158,0,319,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f0953386-db43-4575-bfd9-cc76402627ba.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f0f03bcb-2b70-495f-9f4a-c5482e0b4346.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f1a4761e-f5df-4331-b0aa-2e748042ab99.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f21a9ef1-26d5-4bb7-8b1a-7888d171ac1e.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f233d704-9459-41a6-9fa7-07006e726bde.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f2b4f372-c014-47f6-8621-3684c6a12aac.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f3155c77-592e-4e92-bbb9-3bc5a34d276a.json,docent-transcript-export,1,1,74,73,0,149,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f31c54a7-b0e4-4f1f-9820-d29f33862a8e.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f3b9d503-351d-4e6f-b58e-3ccc79b9da7d.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f3c38e98-7c93-4cd2-b258-d50ec6b2215b.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f3e6bb69-c194-493d-a7d9-5a72b7e9dc7b.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f3f2b16c-44ec-4f53-8cb5-2806d4261d4d.json,docent-transcript-export,1,1,87,86,0,175,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f40e43c2-89e4-44e1-9a0d-60a0a35c136c.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f47872ca-1599-4b5f-939f-498c1607191c.json,docent-transcript-export,1,1,61,60,0,123,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f4ccdd0e-7b72-45f3-9df9-df978d9a2fef.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f5e1f5e3-3476-44d6-95f9-2d2d980893f3.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f6998dbf-1365-4424-bcf6-0c72746bbba7.json,docent-transcript-export,1,1,87,86,0,175,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f6b77f16-b745-4473-9e41-4d7cc4c7646a.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f72405c3-b0a5-46e3-886a-923c796be967.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f733d48f-b5ee-49f4-a0ea-57f7b68e4a23.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gemini_3_flash_high_reasoning\trajectories\f78c83d2-bb09-4086-a50c-5eebb791c34d.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fadcc14f-1098-46f7-8082-acd55a123381.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fb07eac1-6850-4af4-a776-61a2903f6325.json,docent-transcript-export,1,1,93,92,0,187,,,,0
